globalSlot,batchFile,sheetSlot,itemIndex,itemName,variant,output,exists,family,subfamily,tradeRole,reviewStatus,reviewNotes,tokens
4801,items-4801-4850.json,1,2102,frostroot,many,alchemy/frostroot_many.png,yes,alchemy,produce,ingredient,,,frostroot frostroot frostroot alchemy produce ingredient common bottle volatile alchemy produce ingredient one few many foraged common bulk_trade
4802,items-4801-4850.json,2,2103,dream poppy pod,one,alchemy/dream_poppy_pod.png,yes,alchemy,produce,ingredient,,,dream_poppy_pod dream poppy pod dream poppy pod alchemy produce ingredient common bottle volatile alchemy produce ingredient one few many foraged common bulk_trade
4803,items-4801-4850.json,3,2103,dream poppy pod,few,alchemy/dream_poppy_pod_few.png,yes,alchemy,produce,ingredient,,,dream_poppy_pod dream poppy pod dream poppy pod alchemy produce ingredient common bottle volatile alchemy produce ingredient one few many foraged common bulk_trade
4804,items-4801-4850.json,4,2103,dream poppy pod,many,alchemy/dream_poppy_pod_many.png,yes,alchemy,produce,ingredient,,,dream_poppy_pod dream poppy pod dream poppy pod alchemy produce ingredient common bottle volatile alchemy produce ingredient one few many foraged common bulk_trade
4805,items-4801-4850.json,5,2104,glasswing beetle husk,one,alchemy/glasswing_beetle_husk.png,yes,alchemy,animal_goods,ingredient,,,glasswing_beetle_husk glasswing beetle husk glasswing beetle husk alchemy animal_goods ingredient uncommon bottle volatile alchemy animal_goods ingredient one few many foraged common fine
4806,items-4801-4850.json,6,2104,glasswing beetle husk,few,alchemy/glasswing_beetle_husk_few.png,yes,alchemy,animal_goods,ingredient,,,glasswing_beetle_husk glasswing beetle husk glasswing beetle husk alchemy animal_goods ingredient uncommon bottle volatile alchemy animal_goods ingredient one few many foraged common fine
4807,items-4801-4850.json,7,2104,glasswing beetle husk,many,alchemy/glasswing_beetle_husk_many.png,yes,alchemy,animal_goods,ingredient,,,glasswing_beetle_husk glasswing beetle husk glasswing beetle husk alchemy animal_goods ingredient uncommon bottle volatile alchemy animal_goods ingredient one few many foraged common fine
4808,items-4801-4850.json,8,2105,firefly dust vial,one,alchemy/firefly_dust_vial.png,yes,alchemy,alchemy,ingredient,,,firefly_dust_vial firefly dust vial firefly dust vial alchemy alchemy ingredient uncommon bottle volatile alchemy magic ingredient one few many foraged common fine
4809,items-4801-4850.json,9,2105,firefly dust vial,few,alchemy/firefly_dust_vial_few.png,yes,alchemy,alchemy,ingredient,,,firefly_dust_vial firefly dust vial firefly dust vial alchemy alchemy ingredient uncommon bottle volatile alchemy magic ingredient one few many foraged common fine
4810,items-4801-4850.json,10,2105,firefly dust vial,many,alchemy/firefly_dust_vial_many.png,yes,alchemy,alchemy,ingredient,,,firefly_dust_vial firefly dust vial firefly dust vial alchemy alchemy ingredient uncommon bottle volatile alchemy magic ingredient one few many foraged common fine
4811,items-4801-4850.json,11,2106,binding salt jar,one,spice/binding_salt_jar.png,yes,spice,alchemy,ingredient,,,binding_salt_jar binding salt jar binding salt jar spice alchemy ingredient common sack preserved alchemy spice ingredient one few many crafted common dry
4812,items-4801-4850.json,12,2106,binding salt jar,few,spice/binding_salt_jar_few.png,yes,spice,alchemy,ingredient,,,binding_salt_jar binding salt jar binding salt jar spice alchemy ingredient common sack preserved alchemy spice ingredient one few many crafted common dry
4813,items-4801-4850.json,13,2106,binding salt jar,many,spice/binding_salt_jar_many.png,yes,spice,alchemy,ingredient,,,binding_salt_jar binding salt jar binding salt jar spice alchemy ingredient common sack preserved alchemy spice ingredient one few many crafted common dry
4814,items-4801-4850.json,14,2107,red vigor tonic,one,alchemy/red_vigor_tonic.png,yes,alchemy,potions,ingredient,,,red_vigor_tonic red vigor tonic red vigor tonic alchemy potions ingredient common bottle volatile alchemy potions ingredient one few many foraged common bulk_trade
4815,items-4801-4850.json,15,2107,red vigor tonic,few,alchemy/red_vigor_tonic_few.png,yes,alchemy,potions,ingredient,,,red_vigor_tonic red vigor tonic red vigor tonic alchemy potions ingredient common bottle volatile alchemy potions ingredient one few many foraged common bulk_trade
4816,items-4801-4850.json,16,2107,red vigor tonic,many,alchemy/red_vigor_tonic_many.png,yes,alchemy,potions,ingredient,,,red_vigor_tonic red vigor tonic red vigor tonic alchemy potions ingredient common bottle volatile alchemy potions ingredient one few many foraged common bulk_trade
4817,items-4801-4850.json,17,2108,green mending cordial,one,alchemy/green_mending_cordial.png,yes,alchemy,remedies,ingredient,,,green_mending_cordial green mending cordial green mending cordial alchemy remedies ingredient common bottle volatile alchemy remedies ingredient one few many foraged common bulk_trade
4818,items-4801-4850.json,18,2108,green mending cordial,few,alchemy/green_mending_cordial_few.png,yes,alchemy,remedies,ingredient,,,green_mending_cordial green mending cordial green mending cordial alchemy remedies ingredient common bottle volatile alchemy remedies ingredient one few many foraged common bulk_trade
4819,items-4801-4850.json,19,2108,green mending cordial,many,alchemy/green_mending_cordial_many.png,yes,alchemy,remedies,ingredient,,,green_mending_cordial green mending cordial green mending cordial alchemy remedies ingredient common bottle volatile alchemy remedies ingredient one few many foraged common bulk_trade
4820,items-4801-4850.json,20,2109,seasick sailor remedy,one,alchemy/seasick_sailor_remedy.png,yes,alchemy,remedies,ingredient,,,seasick_sailor_remedy seasick sailor remedy seasick sailor remedy alchemy remedies ingredient common bottle volatile alchemy remedies maritime ingredient one few many foraged common
4821,items-4801-4850.json,21,2109,seasick sailor remedy,few,alchemy/seasick_sailor_remedy_few.png,yes,alchemy,remedies,ingredient,,,seasick_sailor_remedy seasick sailor remedy seasick sailor remedy alchemy remedies ingredient common bottle volatile alchemy remedies maritime ingredient one few many foraged common
4822,items-4801-4850.json,22,2109,seasick sailor remedy,many,alchemy/seasick_sailor_remedy_many.png,yes,alchemy,remedies,ingredient,,,seasick_sailor_remedy seasick sailor remedy seasick sailor remedy alchemy remedies ingredient common bottle volatile alchemy remedies maritime ingredient one few many foraged common
4823,items-4801-4850.json,23,2110,thornbite antivenom,one,alchemy/thornbite_antivenom.png,yes,alchemy,remedies,ingredient,,,thornbite_antivenom thornbite antivenom thornbite antivenom alchemy remedies ingredient uncommon bottle volatile alchemy remedies ingredient one few many foraged common fine
4824,items-4801-4850.json,24,2110,thornbite antivenom,few,alchemy/thornbite_antivenom_few.png,yes,alchemy,remedies,ingredient,,,thornbite_antivenom thornbite antivenom thornbite antivenom alchemy remedies ingredient uncommon bottle volatile alchemy remedies ingredient one few many foraged common fine
4825,items-4801-4850.json,25,2110,thornbite antivenom,many,alchemy/thornbite_antivenom_many.png,yes,alchemy,remedies,ingredient,,,thornbite_antivenom thornbite antivenom thornbite antivenom alchemy remedies ingredient uncommon bottle volatile alchemy remedies ingredient one few many foraged common fine
4826,items-4801-4850.json,26,2111,whisper ink vial,one,magic/whisper_ink_vial.png,yes,magic,document,finished,,,whisper_ink_vial whisper ink vial whisper ink vial magic document finished common bottle volatile magic document finished one few many crafted common enchanted
4827,items-4801-4850.json,27,2111,whisper ink vial,few,magic/whisper_ink_vial_few.png,yes,magic,document,finished,,,whisper_ink_vial whisper ink vial whisper ink vial magic document finished common bottle volatile magic document finished one few many crafted common enchanted
4828,items-4801-4850.json,28,2111,whisper ink vial,many,magic/whisper_ink_vial_many.png,yes,magic,document,finished,,,whisper_ink_vial whisper ink vial whisper ink vial magic document finished common bottle volatile magic document finished one few many crafted common enchanted
4829,items-4801-4850.json,29,2112,glowchalk stick,one,magic/glowchalk_stick.png,yes,magic,tool,finished,,,glowchalk_stick glowchalk stick glowchalk stick magic tool finished common bottle volatile magic tool finished one few many crafted common enchanted
4830,items-4801-4850.json,30,2112,glowchalk stick,few,magic/glowchalk_stick_few.png,yes,magic,tool,finished,,,glowchalk_stick glowchalk stick glowchalk stick magic tool finished common bottle volatile magic tool finished one few many crafted common enchanted
4831,items-4801-4850.json,31,2112,glowchalk stick,many,magic/glowchalk_stick_many.png,yes,magic,tool,finished,,,glowchalk_stick glowchalk stick glowchalk stick magic tool finished common bottle volatile magic tool finished one few many crafted common enchanted
4832,items-4801-4850.json,32,2113,moonthread spool,one,magic/moonthread_spool.png,yes,magic,textile,finished,,,moonthread_spool moonthread spool moonthread spool magic textile finished uncommon bottle volatile magic textile finished one few many crafted common fine
4833,items-4801-4850.json,33,2113,moonthread spool,few,magic/moonthread_spool_few.png,yes,magic,textile,finished,,,moonthread_spool moonthread spool moonthread spool magic textile finished uncommon bottle volatile magic textile finished one few many crafted common fine
4834,items-4801-4850.json,34,2113,moonthread spool,many,magic/moonthread_spool_many.png,yes,magic,textile,finished,,,moonthread_spool moonthread spool moonthread spool magic textile finished uncommon bottle volatile magic textile finished one few many crafted common fine
4835,items-4801-4850.json,35,2114,pocket ward charm,one,magic/pocket_ward_charm.png,yes,magic,luxury,finished,,,pocket_ward_charm pocket ward charm pocket ward charm magic luxury finished common bottle volatile magic luxury finished one few many crafted common enchanted
4836,items-4801-4850.json,36,2114,pocket ward charm,few,magic/pocket_ward_charm_few.png,yes,magic,luxury,finished,,,pocket_ward_charm pocket ward charm pocket ward charm magic luxury finished common bottle volatile magic luxury finished one few many crafted common enchanted
4837,items-4801-4850.json,37,2114,pocket ward charm,many,magic/pocket_ward_charm_many.png,yes,magic,luxury,finished,,,pocket_ward_charm pocket ward charm pocket ward charm magic luxury finished common bottle volatile magic luxury finished one few many crafted common enchanted
4838,items-4801-4850.json,38,2115,bottled breeze,one,alchemy/bottled_breeze.png,yes,alchemy,alchemy,ingredient,,,bottled_breeze bottled breeze bottled breeze alchemy alchemy ingredient uncommon bottle volatile magic alchemy ingredient one few many foraged common fine
4839,items-4801-4850.json,39,2115,bottled breeze,few,alchemy/bottled_breeze_few.png,yes,alchemy,alchemy,ingredient,,,bottled_breeze bottled breeze bottled breeze alchemy alchemy ingredient uncommon bottle volatile magic alchemy ingredient one few many foraged common fine
4840,items-4801-4850.json,40,2115,bottled breeze,many,alchemy/bottled_breeze_many.png,yes,alchemy,alchemy,ingredient,,,bottled_breeze bottled breeze bottled breeze alchemy alchemy ingredient uncommon bottle volatile magic alchemy ingredient one few many foraged common fine
